Exchange_Date,Currency,Exchange
04-03-2019,EUR,0.8821
05-03-2019,EUR,0.8827
06-03-2019,EUR,0.8846
07-03-2019,EUR,0.8872
08-03-2019,EUR,0.8911
09-03-2019,EUR,0.8911
10-03-2019,EUR,0.8911
11-03-2019,EUR,0.8894
12-03-2019,EUR,0.8869
13-03-2019,EUR,0.8847
14-03-2019,EUR,0.8853
15-03-2019,EUR,0.8843
16-03-2019,EUR,0.8843
17-03-2019,EUR,0.8843
18-03-2019,EUR,0.8811
19-03-2019,EUR,0.8804
20-03-2019,EUR,0.8807
21-03-2019,EUR,0.8782
22-03-2019,EUR,0.8848
23-03-2019,EUR,0.8848
24-03-2019,EUR,0.8848
25-03-2019,EUR,0.883
26-03-2019,EUR,0.8857
27-03-2019,EUR,0.888
28-03-2019,EUR,0.8914
29-03-2019,EUR,0.8901
30-03-2019,EUR,0.8901
31-03-2019,EUR,0.8901
01-04-2019,EUR,0.89
02-04-2019,EUR,0.8929
03-04-2019,EUR,0.8894
04-04-2019,EUR,0.8913
05-04-2019,EUR,0.8902
06-04-2019,EUR,0.8902
07-04-2019,EUR,0.8902
08-04-2019,EUR,0.8892
09-04-2019,EUR,0.8868
10-04-2019,EUR,0.8866
11-04-2019,EUR,0.8878
12-04-2019,EUR,0.8833
13-04-2019,EUR,0.8833
14-04-2019,EUR,0.8833
15-04-2019,EUR,0.8839
16-04-2019,EUR,0.8846
17-04-2019,EUR,0.8849
18-04-2019,EUR,0.8889
19-04-2019,EUR,0.8889
20-04-2019,EUR,0.8889
21-04-2019,EUR,0.8889
22-04-2019,EUR,0.8889
23-04-2019,EUR,0.8893
24-04-2019,EUR,0.8921
25-04-2019,EUR,0.899
26-04-2019,EUR,0.8982
27-04-2019,EUR,0.8982
28-04-2019,EUR,0.8982
29-04-2019,EUR,0.8969
30-04-2019,EUR,0.8914
01-05-2019,EUR,0.8914
02-05-2019,EUR,0.8919
03-05-2019,EUR,0.8965
04-05-2019,EUR,0.8965
05-05-2019,EUR,0.8965
06-05-2019,EUR,0.8929
07-05-2019,EUR,0.8941
08-05-2019,EUR,0.8927
09-05-2019,EUR,0.8934
10-05-2019,EUR,0.8905
11-05-2019,EUR,0.8905
12-05-2019,EUR,0.8905
13-05-2019,EUR,0.8893
14-05-2019,EUR,0.8908
15-05-2019,EUR,0.8942
16-05-2019,EUR,0.8926
17-05-2019,EUR,0.8951
18-05-2019,EUR,0.8951
19-05-2019,EUR,0.8951
20-05-2019,EUR,0.8955
21-05-2019,EUR,0.896
22-05-2019,EUR,0.8952
23-05-2019,EUR,0.8977
24-05-2019,EUR,0.8939
25-05-2019,EUR,0.8939
26-05-2019,EUR,0.8939
27-05-2019,EUR,0.893
28-05-2019,EUR,0.8935
29-05-2019,EUR,0.8964
30-05-2019,EUR,0.8981
31-05-2019,EUR,0.8968
01-06-2019,EUR,0.8968
02-06-2019,EUR,0.8968
03-06-2019,EUR,0.8941
04-06-2019,EUR,0.8894
05-06-2019,EUR,0.8883
06-06-2019,EUR,0.8876
07-06-2019,EUR,0.8871
08-06-2019,EUR,0.8871
09-06-2019,EUR,0.8871
10-06-2019,EUR,0.8849
11-06-2019,EUR,0.8834
12-06-2019,EUR,0.8832
13-06-2019,EUR,0.8858
14-06-2019,EUR,0.8877
15-06-2019,EUR,0.8877
16-06-2019,EUR,0.8877
17-06-2019,EUR,0.8902
18-06-2019,EUR,0.8939
19-06-2019,EUR,0.8923
20-06-2019,EUR,0.8844
21-06-2019,EUR,0.8837
22-06-2019,EUR,0.8837
23-06-2019,EUR,0.8837
24-06-2019,EUR,0.8777
25-06-2019,EUR,0.8781
26-06-2019,EUR,0.8801
27-06-2019,EUR,0.8795
28-06-2019,EUR,0.8787
29-06-2019,EUR,0.8787
30-06-2019,EUR,0.8787
01-07-2019,EUR,0.8811
02-07-2019,EUR,0.8849
03-07-2019,EUR,0.8855
04-07-2019,EUR,0.8859
05-07-2019,EUR,0.8881
06-07-2019,EUR,0.8881
07-07-2019,EUR,0.8881
08-07-2019,EUR,0.8917
09-07-2019,EUR,0.8925
10-07-2019,EUR,0.8913
11-07-2019,EUR,0.8861
12-07-2019,EUR,0.8887
13-07-2019,EUR,0.8887
14-07-2019,EUR,0.8887
15-07-2019,EUR,0.8874
16-07-2019,EUR,0.891
17-07-2019,EUR,0.8917
18-07-2019,EUR,0.8916
19-07-2019,EUR,0.8908
20-07-2019,EUR,0.8908
21-07-2019,EUR,0.8908
22-07-2019,EUR,0.8917
23-07-2019,EUR,0.895
24-07-2019,EUR,0.8977
25-07-2019,EUR,0.8997
26-07-2019,EUR,0.8978
27-07-2019,EUR,0.8978
28-07-2019,EUR,0.8978
29-07-2019,EUR,0.8994
30-07-2019,EUR,0.8965
31-07-2019,EUR,0.8968
01-08-2019,EUR,0.906
02-08-2019,EUR,0.9004
03-08-2019,EUR,0.9004
04-08-2019,EUR,0.9004
05-08-2019,EUR,0.8943
06-08-2019,EUR,0.8939
07-08-2019,EUR,0.8927
08-08-2019,EUR,0.8934
09-08-2019,EUR,0.893
10-08-2019,EUR,0.893
11-08-2019,EUR,0.893
12-08-2019,EUR,0.8933
13-08-2019,EUR,0.8911
14-08-2019,EUR,0.8938
15-08-2019,EUR,0.8969
16-08-2019,EUR,0.9029
17-08-2019,EUR,0.9029
18-08-2019,EUR,0.9029
19-08-2019,EUR,0.9007
20-08-2019,EUR,0.9029
21-08-2019,EUR,0.9006
22-08-2019,EUR,0.9023
23-08-2019,EUR,0.9038
24-08-2019,EUR,0.9038
25-08-2019,EUR,0.9038
26-08-2019,EUR,0.8996
27-08-2019,EUR,0.9006
28-08-2019,EUR,0.9023
29-08-2019,EUR,0.9032
30-08-2019,EUR,0.9061
31-08-2019,EUR,0.9061
01-09-2019,EUR,0.9061
02-09-2019,EUR,0.9117
03-09-2019,EUR,0.9143
04-09-2019,EUR,0.9076
05-09-2019,EUR,0.9043
06-09-2019,EUR,0.9069
07-09-2019,EUR,0.9069
08-09-2019,EUR,0.9069
09-09-2019,EUR,0.9064
10-09-2019,EUR,0.9058
11-09-2019,EUR,0.9088
12-09-2019,EUR,0.9122
13-09-2019,EUR,0.9012
14-09-2019,EUR,0.9012
15-09-2019,EUR,0.9012
16-09-2019,EUR,0.9065
17-09-2019,EUR,0.9069
18-09-2019,EUR,0.9047
19-09-2019,EUR,0.9036
20-09-2019,EUR,0.9066
21-09-2019,EUR,0.9066
22-09-2019,EUR,0.9066
23-09-2019,EUR,0.9103
24-09-2019,EUR,0.9088
25-09-2019,EUR,0.9106
26-09-2019,EUR,0.9142
27-09-2019,EUR,0.9145
28-09-2019,EUR,0.9145
29-09-2019,EUR,0.9145
30-09-2019,EUR,0.9184
01-10-2019,EUR,0.9176
02-10-2019,EUR,0.9153
03-10-2019,EUR,0.9132
04-10-2019,EUR,0.9108
05-10-2019,EUR,0.9108
06-10-2019,EUR,0.9108
07-10-2019,EUR,0.9097
08-10-2019,EUR,0.9102
09-10-2019,EUR,0.9107
10-10-2019,EUR,0.9066
11-10-2019,EUR,0.9056
12-10-2019,EUR,0.9056
13-10-2019,EUR,0.9056
14-10-2019,EUR,0.9065
15-10-2019,EUR,0.9085
16-10-2019,EUR,0.907
17-10-2019,EUR,0.8998
18-10-2019,EUR,0.8973
19-10-2019,EUR,0.8973
20-10-2019,EUR,0.8973
21-10-2019,EUR,0.895
22-10-2019,EUR,0.8985
23-10-2019,EUR,0.899
24-10-2019,EUR,0.8986
25-10-2019,EUR,0.9003
26-10-2019,EUR,0.9003
27-10-2019,EUR,0.9003
28-10-2019,EUR,0.902
29-10-2019,EUR,0.9013
30-10-2019,EUR,0.9004
31-10-2019,EUR,0.8965
01-11-2019,EUR,0.8977
02-11-2019,EUR,0.8977
03-11-2019,EUR,0.8977
04-11-2019,EUR,0.8962
05-11-2019,EUR,0.9002
06-11-2019,EUR,0.9017
07-11-2019,EUR,0.9028
08-11-2019,EUR,0.9063
09-11-2019,EUR,0.9063
10-11-2019,EUR,0.9063
11-11-2019,EUR,0.9057
12-11-2019,EUR,0.9079
13-11-2019,EUR,0.9086
14-11-2019,EUR,0.9093
15-11-2019,EUR,0.9063
16-11-2019,EUR,0.9063
17-11-2019,EUR,0.9063
18-11-2019,EUR,0.9041
19-11-2019,EUR,0.9028
20-11-2019,EUR,0.9042
21-11-2019,EUR,0.9016
22-11-2019,EUR,0.9043
23-11-2019,EUR,0.9043
24-11-2019,EUR,0.9043
25-11-2019,EUR,0.9084
26-11-2019,EUR,0.9074
27-11-2019,EUR,0.9083
28-11-2019,EUR,0.9087
29-11-2019,EUR,0.9106
30-11-2019,EUR,0.9106
01-12-2019,EUR,0.9106
02-12-2019,EUR,0.9072
03-12-2019,EUR,0.9033
04-12-2019,EUR,0.9024
05-12-2019,EUR,0.9014
06-12-2019,EUR,0.9014
07-12-2019,EUR,0.9014
08-12-2019,EUR,0.9014
09-12-2019,EUR,0.9029
10-12-2019,EUR,0.9028
11-12-2019,EUR,0.9029
12-12-2019,EUR,0.8979
13-12-2019,EUR,0.8949
14-12-2019,EUR,0.8949
15-12-2019,EUR,0.8949
16-12-2019,EUR,0.8972
17-12-2019,EUR,0.8959
18-12-2019,EUR,0.8997
19-12-2019,EUR,0.8995
20-12-2019,EUR,0.9011
21-12-2019,EUR,0.9011
22-12-2019,EUR,0.9011
23-12-2019,EUR,0.9029
24-12-2019,EUR,0.9025
25-12-2019,EUR,0.9025
26-12-2019,EUR,0.9025
27-12-2019,EUR,0.8966
28-12-2019,EUR,0.8966
29-12-2019,EUR,0.8966
30-12-2019,EUR,0.8937
31-12-2019,EUR,0.8902
01-01-2020,EUR,0.8902
02-01-2020,EUR,0.8934
03-01-2020,EUR,0.8971
04-01-2020,EUR,0.8971
05-01-2020,EUR,0.8971
06-01-2020,EUR,0.8933
07-01-2020,EUR,0.8951
08-01-2020,EUR,0.8997
09-01-2020,EUR,0.9001
10-01-2020,EUR,0.9016
11-01-2020,EUR,0.9016
12-01-2020,EUR,0.9016
13-01-2020,EUR,0.8988
14-01-2020,EUR,0.8997
15-01-2020,EUR,0.8975
16-01-2020,EUR,0.8953
17-01-2020,EUR,0.9003
18-01-2020,EUR,0.9003
19-01-2020,EUR,0.9003
20-01-2020,EUR,0.9021
21-01-2020,EUR,0.8997
22-01-2020,EUR,0.9019
23-01-2020,EUR,0.9016
24-01-2020,EUR,0.9062
25-01-2020,EUR,0.9062
26-01-2020,EUR,0.9062
27-01-2020,EUR,0.907
28-01-2020,EUR,0.9087
29-01-2020,EUR,0.909
30-01-2020,EUR,0.9067
31-01-2020,EUR,0.9048
01-02-2020,EUR,0.9048
02-02-2020,EUR,0.9048
03-02-2020,EUR,0.9037
04-02-2020,EUR,0.9051
05-02-2020,EUR,0.9072
06-02-2020,EUR,0.9088
07-02-2020,EUR,0.9117
08-02-2020,EUR,0.9117
09-02-2020,EUR,0.9117
10-02-2020,EUR,0.9132
11-02-2020,EUR,0.9173
12-02-2020,EUR,0.9163
13-02-2020,EUR,0.9202
14-02-2020,EUR,0.9223
15-02-2020,EUR,0.9223
16-02-2020,EUR,0.9223
17-02-2020,EUR,0.9229
18-02-2020,EUR,0.9246
19-02-2020,EUR,0.9259
20-02-2020,EUR,0.9268
21-02-2020,EUR,0.9258
22-02-2020,EUR,0.9258
23-02-2020,EUR,0.9258
24-02-2020,EUR,0.9244
25-02-2020,EUR,0.9225
26-02-2020,EUR,0.9195
27-02-2020,EUR,0.9121
28-02-2020,EUR,0.911
29-02-2020,EUR,0.911
01-03-2020,EUR,0.911
02-03-2020,EUR,0.8991
03-03-2020,EUR,0.8995
04-03-2020,EUR,0.8989
05-03-2020,EUR,0.8939
06-03-2020,EUR,0.8821
07-03-2020,EUR,0.8821
08-03-2020,EUR,0.8821
09-03-2020,EUR,0.8729
10-03-2020,EUR,0.878
11-03-2020,EUR,0.8821
12-03-2020,EUR,0.8897
13-03-2020,EUR,0.9006
14-03-2020,EUR,0.9006
15-03-2020,EUR,0.9006
16-03-2020,EUR,0.8963
17-03-2020,EUR,0.9106
18-03-2020,EUR,0.9146
19-03-2020,EUR,0.9258
20-03-2020,EUR,0.934
21-03-2020,EUR,0.934
22-03-2020,EUR,0.934
23-03-2020,EUR,0.9274
24-03-2020,EUR,0.9223
25-03-2020,EUR,0.9236
26-03-2020,EUR,0.9107
27-03-2020,EUR,0.911
28-03-2020,EUR,0.911
29-03-2020,EUR,0.911
30-03-2020,EUR,0.9063
31-03-2020,EUR,0.9127
01-04-2020,EUR,0.9144
02-04-2020,EUR,0.9169
03-04-2020,EUR,0.9272
04-04-2020,EUR,0.9272
05-04-2020,EUR,0.9272
06-04-2020,EUR,0.9267
07-04-2020,EUR,0.9187
08-04-2020,EUR,0.9199
09-04-2020,EUR,0.9202
10-04-2020,EUR,0.9202
11-04-2020,EUR,0.9202
12-04-2020,EUR,0.9202
13-04-2020,EUR,0.9202
14-04-2020,EUR,0.9122
15-04-2020,EUR,0.9172
16-04-2020,EUR,0.9184
17-04-2020,EUR,0.9208
18-04-2020,EUR,0.9208
19-04-2020,EUR,0.9208
20-04-2020,EUR,0.9208
21-04-2020,EUR,0.9228
22-04-2020,EUR,0.9202
23-04-2020,EUR,0.9283
24-04-2020,EUR,0.9259
25-04-2020,EUR,0.9259
26-04-2020,EUR,0.9259
27-04-2020,EUR,0.9215
28-04-2020,EUR,0.9194
29-04-2020,EUR,0.9223
30-04-2020,EUR,0.9195
01-05-2020,EUR,0.9195
02-05-2020,EUR,0.9195
03-05-2020,EUR,0.9195
04-05-2020,EUR,0.9139
05-05-2020,EUR,0.9223
06-05-2020,EUR,0.9253
07-05-2020,EUR,0.9274
08-05-2020,EUR,0.9223
09-05-2020,EUR,0.9223
10-05-2020,EUR,0.9223
11-05-2020,EUR,0.9239
12-05-2020,EUR,0.921
13-05-2020,EUR,0.9195
14-05-2020,EUR,0.9266
15-05-2020,EUR,0.9261
16-05-2020,EUR,0.9261
17-05-2020,EUR,0.9261
18-05-2020,EUR,0.9232
19-05-2020,EUR,0.9132
20-05-2020,EUR,0.9126
21-05-2020,EUR,0.9091
22-05-2020,EUR,0.9171
23-05-2020,EUR,0.9171
24-05-2020,EUR,0.9171
25-05-2020,EUR,0.9166
26-05-2020,EUR,0.9112
27-05-2020,EUR,0.9098
28-05-2020,EUR,0.9078
29-05-2020,EUR,0.898
30-05-2020,EUR,0.898
31-05-2020,EUR,0.898
01-06-2020,EUR,0.8996
02-06-2020,EUR,0.8949
03-06-2020,EUR,0.8933
04-06-2020,EUR,0.8889
05-06-2020,EUR,0.8826
06-06-2020,EUR,0.8826
07-06-2020,EUR,0.8826
08-06-2020,EUR,0.8861
09-06-2020,EUR,0.8854
10-06-2020,EUR,0.8791
11-06-2020,EUR,0.8812
12-06-2020,EUR,0.8846
13-06-2020,EUR,0.8846
14-06-2020,EUR,0.8846
15-06-2020,EUR,0.8887
16-06-2020,EUR,0.8843
17-06-2020,EUR,0.8903
18-06-2020,EUR,0.8911
19-06-2020,EUR,0.8921
20-06-2020,EUR,0.8921
21-06-2020,EUR,0.8921
22-06-2020,EUR,0.8918
23-06-2020,EUR,0.8835
24-06-2020,EUR,0.8865
25-06-2020,EUR,0.8929
26-06-2020,EUR,0.8918
27-06-2020,EUR,0.8918
28-06-2020,EUR,0.8918
29-06-2020,EUR,0.8862
30-06-2020,EUR,0.893
01-07-2020,EUR,0.8929
02-07-2020,EUR,0.8861
03-07-2020,EUR,0.8909
04-07-2020,EUR,0.8909
05-07-2020,EUR,0.8909
06-07-2020,EUR,0.883
07-07-2020,EUR,0.8857
08-07-2020,EUR,0.8861
09-07-2020,EUR,0.8817
10-07-2020,EUR,0.8868
11-07-2020,EUR,0.8868
12-07-2020,EUR,0.8868
13-07-2020,EUR,0.8827
14-07-2020,EUR,0.8791
15-07-2020,EUR,0.8738
16-07-2020,EUR,0.8761
17-07-2020,EUR,0.875
18-07-2020,EUR,0.875
19-07-2020,EUR,0.875
20-07-2020,EUR,0.8735
21-07-2020,EUR,0.8739
22-07-2020,EUR,0.8637
23-07-2020,EUR,0.8644
24-07-2020,EUR,0.8615
25-07-2020,EUR,0.8615
26-07-2020,EUR,0.8615
27-07-2020,EUR,0.8503
28-07-2020,EUR,0.8535
29-07-2020,EUR,0.8529
30-07-2020,EUR,0.8516
31-07-2020,EUR,0.844
01-08-2020,EUR,0.844
02-08-2020,EUR,0.844
03-08-2020,EUR,0.8528
04-08-2020,EUR,0.85
05-08-2020,EUR,0.8436
06-08-2020,EUR,0.8444
07-08-2020,EUR,0.8462
08-08-2020,EUR,0.8462
09-08-2020,EUR,0.8462
10-08-2020,EUR,0.8501
11-08-2020,EUR,0.8487
12-08-2020,EUR,0.8495
13-08-2020,EUR,0.8451
14-08-2020,EUR,0.8465
15-08-2020,EUR,0.8465
16-08-2020,EUR,0.8465
17-08-2020,EUR,0.8437
18-08-2020,EUR,0.8399
19-08-2020,EUR,0.838
20-08-2020,EUR,0.8439
21-08-2020,EUR,0.8497
22-08-2020,EUR,0.8497
23-08-2020,EUR,0.8497
24-08-2020,EUR,0.8441
25-08-2020,EUR,0.8465
26-08-2020,EUR,0.8482
27-08-2020,EUR,0.847
28-08-2020,EUR,0.8393
29-08-2020,EUR,0.8393
30-08-2020,EUR,0.8393
31-08-2020,EUR,0.8375
01-09-2020,EUR,0.8342
02-09-2020,EUR,0.8431
03-09-2020,EUR,0.8465
04-09-2020,EUR,0.8445
05-09-2020,EUR,0.8445
06-09-2020,EUR,0.8445
07-09-2020,EUR,0.8457
08-09-2020,EUR,0.8485
09-09-2020,EUR,0.8494
10-09-2020,EUR,0.844
11-09-2020,EUR,0.8436
12-09-2020,EUR,0.8436
13-09-2020,EUR,0.8436
14-09-2020,EUR,0.842
15-09-2020,EUR,0.8409
16-09-2020,EUR,0.8425
17-09-2020,EUR,0.8477
18-09-2020,EUR,0.8451
19-09-2020,EUR,0.8451
20-09-2020,EUR,0.8451
21-09-2020,EUR,0.8484
22-09-2020,EUR,0.8518
23-09-2020,EUR,0.8553
24-09-2020,EUR,0.8587
25-09-2020,EUR,0.8595
26-09-2020,EUR,0.8595
27-09-2020,EUR,0.8595
28-09-2020,EUR,0.8569
29-09-2020,EUR,0.8546
30-09-2020,EUR,0.8541
01-10-2020,EUR,0.8509
02-10-2020,EUR,0.8525
03-10-2020,EUR,0.8525
04-10-2020,EUR,0.8525
05-10-2020,EUR,0.8498
06-10-2020,EUR,0.8478
07-10-2020,EUR,0.8496
08-10-2020,EUR,0.85
09-10-2020,EUR,0.8478
10-10-2020,EUR,0.8478
11-10-2020,EUR,0.8478
12-10-2020,EUR,0.8475
13-10-2020,EUR,0.8484
14-10-2020,EUR,0.8511
15-10-2020,EUR,0.8548
16-10-2020,EUR,0.8517
17-10-2020,EUR,0.8517
18-10-2020,EUR,0.8517
19-10-2020,EUR,0.8485
20-10-2020,EUR,0.8467
21-10-2020,EUR,0.8437
22-10-2020,EUR,0.846
23-10-2020,EUR,0.8435
24-10-2020,EUR,0.8435
25-10-2020,EUR,0.8435
26-10-2020,EUR,0.8461
27-10-2020,EUR,0.8452
28-10-2020,EUR,0.8527
29-10-2020,EUR,0.8544
30-10-2020,EUR,0.8548
31-10-2020,EUR,0.8548
01-11-2020,EUR,0.8548
02-11-2020,EUR,0.8582
03-11-2020,EUR,0.8546
04-11-2020,EUR,0.8532
05-11-2020,EUR,0.8435
06-11-2020,EUR,0.8425
07-11-2020,EUR,0.8425
08-11-2020,EUR,0.8425
09-11-2020,EUR,0.8415
10-11-2020,EUR,0.8469
11-11-2020,EUR,0.8499
12-11-2020,EUR,0.8481
13-11-2020,EUR,0.8464
14-11-2020,EUR,0.8464
15-11-2020,EUR,0.8464
16-11-2020,EUR,0.8453
17-11-2020,EUR,0.8416
18-11-2020,EUR,0.8426
19-11-2020,EUR,0.8452
20-11-2020,EUR,0.843
21-11-2020,EUR,0.843
22-11-2020,EUR,0.843
23-11-2020,EUR,0.8403
24-11-2020,EUR,0.8428
25-11-2020,EUR,0.841
26-11-2020,EUR,0.8403
27-11-2020,EUR,0.8388
28-11-2020,EUR,0.8388
29-11-2020,EUR,0.8388
30-11-2020,EUR,0.8347
01-12-2020,EUR,0.8356
02-12-2020,EUR,0.8288
03-12-2020,EUR,0.823
04-12-2020,EUR,0.8224
05-12-2020,EUR,0.8224
06-12-2020,EUR,0.8224
07-12-2020,EUR,0.8245
08-12-2020,EUR,0.8255
09-12-2020,EUR,0.8258
10-12-2020,EUR,0.8254
11-12-2020,EUR,0.8246
12-12-2020,EUR,0.8246
13-12-2020,EUR,0.8246
14-12-2020,EUR,0.8222
15-12-2020,EUR,0.8237
16-12-2020,EUR,0.8204
17-12-2020,EUR,0.8166
18-12-2020,EUR,0.8157
19-12-2020,EUR,0.8157
20-12-2020,EUR,0.8157
21-12-2020,EUR,0.8215
22-12-2020,EUR,0.8171
23-12-2020,EUR,0.822
24-12-2020,EUR,0.8201
25-12-2020,EUR,0.8201
26-12-2020,EUR,0.8201
27-12-2020,EUR,0.8201
28-12-2020,EUR,0.8184
29-12-2020,EUR,0.8157
30-12-2020,EUR,0.8143
31-12-2020,EUR,0.8149
01-01-2021,EUR,0.8149
02-01-2021,EUR,0.8149
03-01-2021,EUR,0.8149
04-01-2021,EUR,0.8133
05-01-2021,EUR,0.8149
06-01-2021,EUR,0.8105
07-01-2021,EUR,0.8146
08-01-2021,EUR,0.8163
09-01-2021,EUR,0.8163
10-01-2021,EUR,0.8163
11-01-2021,EUR,0.8222
12-01-2021,EUR,0.8223
13-01-2021,EUR,0.822
14-01-2021,EUR,0.8248
15-01-2021,EUR,0.8249
16-01-2021,EUR,0.8249
17-01-2021,EUR,0.8249
18-01-2021,EUR,0.8289
19-01-2021,EUR,0.8243
20-01-2021,EUR,0.8264
21-01-2021,EUR,0.8225
22-01-2021,EUR,0.8225
23-01-2021,EUR,0.8225
24-01-2021,EUR,0.8225
25-01-2021,EUR,0.8229
26-01-2021,EUR,0.8235
27-01-2021,EUR,0.8255
28-01-2021,EUR,0.8271
29-01-2021,EUR,0.824
30-01-2021,EUR,0.824
31-01-2021,EUR,0.824
01-02-2021,EUR,0.8275
02-02-2021,EUR,0.8303
03-02-2021,EUR,0.8322
04-02-2021,EUR,0.8336
05-02-2021,EUR,0.8345
06-02-2021,EUR,0.8345
07-02-2021,EUR,0.8345
08-02-2021,EUR,0.8316
09-02-2021,EUR,0.8262
10-02-2021,EUR,0.8246
11-02-2021,EUR,0.8232
12-02-2021,EUR,0.8259
13-02-2021,EUR,0.8259
14-02-2021,EUR,0.8259
15-02-2021,EUR,0.8245
16-02-2021,EUR,0.8235
17-02-2021,EUR,0.8292
18-02-2021,EUR,0.8275
19-02-2021,EUR,0.8238
20-02-2021,EUR,0.8238
01-01-2015,AUD,1.2214
02-01-2015,AUD,1.2323
03-01-2015,AUD,1.2323
04-01-2015,AUD,1.2323
05-01-2015,AUD,1.2384
06-01-2015,AUD,1.2288
07-01-2015,AUD,1.2391
08-01-2015,AUD,1.2337
09-01-2015,AUD,1.228
10-01-2015,AUD,1.228
11-01-2015,AUD,1.228
12-01-2015,AUD,1.2282
13-01-2015,AUD,1.2257
14-01-2015,AUD,1.2291
15-01-2015,AUD,1.208
16-01-2015,AUD,1.2179
17-01-2015,AUD,1.2179
18-01-2015,AUD,1.2179
19-01-2015,AUD,1.2179
20-01-2015,AUD,1.2197
21-01-2015,AUD,1.2174
22-01-2015,AUD,1.2308
23-01-2015,AUD,1.2653
24-01-2015,AUD,1.2653
25-01-2015,AUD,1.2653
26-01-2015,AUD,1.2653
27-01-2015,AUD,1.2589
28-01-2015,AUD,1.2548
29-01-2015,AUD,1.2846
30-01-2015,AUD,1.2857
31-01-2015,AUD,1.2857
01-02-2015,AUD,1.2857
02-02-2015,AUD,1.2841
03-02-2015,AUD,1.3009
04-02-2015,AUD,1.2862
05-02-2015,AUD,1.281
06-02-2015,AUD,1.273
07-02-2015,AUD,1.273
08-02-2015,AUD,1.273
09-02-2015,AUD,1.2798
10-02-2015,AUD,1.2855
11-02-2015,AUD,1.291
12-02-2015,AUD,1.3031
13-02-2015,AUD,1.2907
14-02-2015,AUD,1.2907
15-02-2015,AUD,1.2907
16-02-2015,AUD,1.2859
17-02-2015,AUD,1.2784
18-02-2015,AUD,1.2837
19-02-2015,AUD,1.285
20-02-2015,AUD,1.2745
21-02-2015,AUD,1.2745
22-02-2015,AUD,1.2745
23-02-2015,AUD,1.2843
24-02-2015,AUD,1.2896
25-02-2015,AUD,1.2681
26-02-2015,AUD,1.2686
27-02-2015,AUD,1.2774
28-02-2015,AUD,1.2774
01-03-2015,AUD,1.2774
02-03-2015,AUD,1.2856
03-03-2015,AUD,1.2794
04-03-2015,AUD,1.2757
05-03-2015,AUD,1.2833
06-03-2015,AUD,1.2761
07-03-2015,AUD,1.2761
08-03-2015,AUD,1.2761
09-03-2015,AUD,1.2931
10-03-2015,AUD,1.3069
11-03-2015,AUD,1.314
12-03-2015,AUD,1.2976
13-03-2015,AUD,1.3053
14-03-2015,AUD,1.3053
15-03-2015,AUD,1.3053
16-03-2015,AUD,1.3069
17-03-2015,AUD,1.3083
18-03-2015,AUD,1.3124
19-03-2015,AUD,1.308
20-03-2015,AUD,1.2981
21-03-2015,AUD,1.2981
22-03-2015,AUD,1.2981
23-03-2015,AUD,1.2773
24-03-2015,AUD,1.2642
25-03-2015,AUD,1.2676
26-03-2015,AUD,1.2749
27-03-2015,AUD,1.2841
28-03-2015,AUD,1.2841
29-03-2015,AUD,1.2841
30-03-2015,AUD,1.3055
31-03-2015,AUD,1.3155
01-04-2015,AUD,1.3159
02-04-2015,AUD,1.3244
03-04-2015,AUD,1.3244
04-04-2015,AUD,1.3244
05-04-2015,AUD,1.3244
06-04-2015,AUD,1.3244
07-04-2015,AUD,1.3084
08-04-2015,AUD,1.2961
09-04-2015,AUD,1.2949
10-04-2015,AUD,1.3079
11-04-2015,AUD,1.3079
12-04-2015,AUD,1.3079
13-04-2015,AUD,1.3197
14-04-2015,AUD,1.3192
15-04-2015,AUD,1.3182
16-04-2015,AUD,1.2875
17-04-2015,AUD,1.28
18-04-2015,AUD,1.28
19-04-2015,AUD,1.28
20-04-2015,AUD,1.2891
21-04-2015,AUD,1.2917
22-04-2015,AUD,1.2842
23-04-2015,AUD,1.2938
24-04-2015,AUD,1.2827
25-04-2015,AUD,1.2827
26-04-2015,AUD,1.2827
27-04-2015,AUD,1.2814
28-04-2015,AUD,1.2585
29-04-2015,AUD,1.2509
30-04-2015,AUD,1.2627
01-05-2015,AUD,1.2627
02-05-2015,AUD,1.2627
03-05-2015,AUD,1.2627
04-05-2015,AUD,1.2756
05-05-2015,AUD,1.27
06-05-2015,AUD,1.2493
07-05-2015,AUD,1.2548
08-05-2015,AUD,1.2638
09-05-2015,AUD,1.2638
10-05-2015,AUD,1.2638
11-05-2015,AUD,1.267
12-05-2015,AUD,1.2519
13-05-2015,AUD,1.2428
14-05-2015,AUD,1.2336
15-05-2015,AUD,1.2499
16-05-2015,AUD,1.2499
17-05-2015,AUD,1.2499
18-05-2015,AUD,1.2493
19-05-2015,AUD,1.2547
20-05-2015,AUD,1.2655
21-05-2015,AUD,1.2676
22-05-2015,AUD,1.2686
23-05-2015,AUD,1.2686
24-05-2015,AUD,1.2686
25-05-2015,AUD,1.2774
26-05-2015,AUD,1.2832
27-05-2015,AUD,1.297
28-05-2015,AUD,1.3094
29-05-2015,AUD,1.307
30-05-2015,AUD,1.307
31-05-2015,AUD,1.307
01-06-2015,AUD,1.3104
02-06-2015,AUD,1.3004
03-06-2015,AUD,1.2862
04-06-2015,AUD,1.2917
05-06-2015,AUD,1.2956
06-06-2015,AUD,1.2956
07-06-2015,AUD,1.2956
