ProductKey,Product_Name,Category,Brand,Annual_Demand,EOQ,Daily_Demand,Safety_Stock,Final_Reorder_Point,Annual_Order_Cost,Annual_Holding_Cost,Total_Inventory_Cost,Risk_Level
1358,Contoso Electronic Private Automatic Branch Exchange M90 White,Cell phones,Contoso,14.4,4.0,0.0395,4.0,4.0,10.41,9.2,19.61,Low
1359,Contoso Centrex Phone System L10 White,Cell phones,Contoso,13.43,5.0,0.0368,6.0,6.0,7.77,8.9,16.67,Low
1360,Contoso In front of Centrex L15 White,Cell phones,Contoso,15.96,5.0,0.0437,7.0,7.0,9.23,9.73,18.96,Low
1361,Contoso Behind Centrex X15 White,Cell phones,Contoso,14.4,4.0,0.0395,5.0,5.0,10.41,8.28,18.69,Low
1362,Contoso Phone with 13-Number Memory (210) M301 White,Cell phones,Contoso,10.51,6.0,0.0288,5.0,5.0,5.07,5.86,10.93,Low
1363,Contoso Expandable Cordless Phone System M008 White,Cell phones,Contoso,11.68,5.0,0.032,6.0,6.0,6.76,6.61,13.37,Low
1364,Contoso Phone System Accessory Handset with Charger M308 White,Cell phones,Contoso,14.01,5.0,0.0384,4.0,4.0,8.11,7.76,15.87,Low
1365,Contoso 2-Line Corded Cordless Telephone M202 White,Cell phones,Contoso,9.54,4.0,0.0261,5.0,5.0,6.9,6.66,13.56,Low
1366,Contoso 4-Line Corded Cordless Telephone M203 White,Cell phones,Contoso,10.51,4.0,0.0288,4.0,4.0,7.6,7.58,15.18,Low
1367,Contoso Expandable 3-Handset Cordless Phone System M204 White,Cell phones,Contoso,11.68,4.0,0.032,4.0,4.0,8.45,8.28,16.73,Low
1368,Contoso Expandable 2-Handset Cordless Phone System M205 White,Cell phones,Contoso,10.31,4.0,0.0282,4.0,4.0,7.46,9.24,16.7,Low
1369,Contoso Expandable 4-Handset Cordless Phone System M206 White,Cell phones,Contoso,10.51,3.0,0.0288,5.0,5.0,10.14,7.56,17.7,Low
1370,Contoso Expandable1-Handset Cordless Phone System M207 White,Cell phones,Contoso,11.48,3.0,0.0315,4.0,4.0,11.07,8.18,19.25,Low
1371,Contoso Digital Cordless Expansion Handset Phone M900 White,Cell phones,Contoso,6.42,3.0,0.0176,4.0,4.0,6.19,5.69,11.88,Low
1372,Contoso 2-Line Speakerphone M109 White,Cell phones,Contoso,17.12,5.0,0.0469,6.0,6.0,9.91,10.34,20.25,Medium
1373,Contoso Phone with Memory Dialing-single line E88 White,Cell phones,Contoso,12.06,6.0,0.033,5.0,5.0,5.81,5.42,11.23,Low
1374,Contoso Phone with Memory Dialing-2 lines E90 White,Cell phones,Contoso,11.87,6.0,0.0325,4.0,4.0,5.72,6.12,11.84,Low
1375,Contoso Integrated Business Phone With card L10 White,Cell phones,Contoso,14.98,5.0,0.041,5.0,5.0,8.67,8.7,17.37,Low
1376,Contoso Integrated Business Phone L08 White,Cell phones,Contoso,8.37,4.0,0.0229,6.0,6.0,6.05,5.14,11.19,Low
1377,Contoso Phone for MSN E200 White,Cell phones,Contoso,10.7,6.0,0.0293,4.0,4.0,5.16,6.12,11.28,Low
1378,Contoso 4-Line Expandable Cordless Phone System M900 White,Cell phones,Contoso,10.12,5.0,0.0277,5.0,5.0,5.86,6.32,12.18,Low
1379,Contoso Lifestyles Series - Big Button Cordless phone M800 White,Cell phones,Contoso,10.9,5.0,0.0299,5.0,5.0,6.31,6.61,12.92,Low
1380,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White,Cell phones,Contoso,11.09,5.0,0.0304,3.0,3.0,6.42,6.04,12.46,Low
1381,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,Cell phones,Contoso,13.23,5.0,0.0362,6.0,6.0,7.65,6.61,14.26,Low
1382,Contoso Single-line phones E10 Grey,Cell phones,Contoso,7.39,6.0,0.0202,5.0,5.0,3.56,3.82,7.38,Low
1383,Contoso Dual Handset Cordless Phone System E20 Grey,Cell phones,Contoso,8.76,6.0,0.024,4.0,4.0,4.22,4.96,9.18,Low
1384,Contoso 3 Handset Cordless Phone System E30 Grey,Cell phones,Contoso,8.17,5.0,0.0224,6.0,6.0,4.73,5.41,10.14,Low
1385,Contoso Multi-line phones M30 Grey,Cell phones,Contoso,17.71,6.0,0.0485,6.0,6.0,8.54,7.93,16.47,Low
1386,Contoso KSU-less key system M38 Grey,Cell phones,Contoso,15.57,5.0,0.0427,5.0,5.0,9.01,7.76,16.77,Low
1387,Contoso Hybrid system M60 Grey,Cell phones,Contoso,14.21,5.0,0.0389,4.0,4.0,8.22,8.33,16.55,Low
1388,Contoso Private Branch Exchange M88 Grey,Cell phones,Contoso,14.79,5.0,0.0405,5.0,5.0,8.56,9.48,18.04,Low
1389,Contoso 4 Handset Cordless Phone System M86 Grey,Cell phones,Contoso,11.68,4.0,0.032,6.0,6.0,8.45,8.28,16.73,Low
1390,Contoso Private Automatic Branch Exchange M65 Grey,Cell phones,Contoso,7.39,3.0,0.0202,4.0,4.0,7.13,6.72,13.85,Low
1391,Contoso Electronic Private Automatic Branch Exchange M90 Grey,Cell phones,Contoso,10.31,4.0,0.0282,6.0,6.0,7.46,9.2,16.66,Low
1392,Contoso Centrex Phone System L10 Grey,Cell phones,Contoso,11.48,4.0,0.0315,5.0,5.0,8.3,7.12,15.42,Low
1393,Contoso In front of Centrex L15 Grey,Cell phones,Contoso,11.68,4.0,0.032,6.0,6.0,8.45,7.78,16.23,Low
1394,Contoso behind Centrex X15 Grey,Cell phones,Contoso,15.18,5.0,0.0416,6.0,6.0,8.78,10.35,19.13,Low
1395,Contoso Phone with 13-Number Memory (210) M301 Grey,Cell phones,Contoso,9.73,5.0,0.0267,3.0,3.0,5.63,4.88,10.51,Low
1396,Contoso Expandable Cordless Phone System M008 Grey,Cell phones,Contoso,7.98,4.0,0.0219,5.0,5.0,5.77,5.28,11.05,Low
1397,Contoso Phone System Accessory Handset with Charger M308 Grey,Cell phones,Contoso,11.68,5.0,0.032,6.0,6.0,6.76,7.76,14.52,Low
1398,Contoso 2-Line Corded Cordless Telephone M202 Grey,Cell phones,Contoso,8.76,4.0,0.024,6.0,6.0,6.34,6.66,13.0,Low
1399,Contoso 4-Line Corded Cordless Telephone M203 Grey,Cell phones,Contoso,17.51,5.0,0.048,5.0,5.0,10.13,9.48,19.61,Low
1400,Contoso Expandable 3-Handset Cordless Phone System M204 Grey,Cell phones,Contoso,7.78,3.0,0.0213,6.0,6.0,7.5,6.21,13.71,Low
1401,Contoso Expandable 2-Handset Cordless Phone System M205 Grey,Cell phones,Contoso,9.73,3.0,0.0267,5.0,5.0,9.38,6.93,16.31,Low
1402,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Cell phones,Contoso,11.09,4.0,0.0304,4.0,4.0,8.02,10.07,18.09,Low
1403,Contoso Expandable1-Handset Cordless Phone System M207 Grey,Cell phones,Contoso,10.31,3.0,0.0282,3.0,3.0,9.94,8.18,18.12,Low
1404,Contoso Digital Cordless Expansion Handset Phone M900 Grey,Cell phones,Contoso,6.62,3.0,0.0181,2.0,2.0,6.38,5.69,12.07,Low
1405,Contoso 2-Line Speakerphone M109 Grey,Cell phones,Contoso,9.92,4.0,0.0272,4.0,4.0,7.17,8.28,15.45,Low
1406,Contoso Phone with Memory Dialing-single line E88 Grey,Cell phones,Contoso,14.4,7.0,0.0395,4.0,4.0,5.95,6.33,12.28,Low
1407,Contoso Phone with Memory Dialing-2 lines E90 Grey,Cell phones,Contoso,9.73,5.0,0.0267,3.0,3.0,5.63,5.1,10.73,Low
1408,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",Cell phones,The Phone Company,35.42,2.0,0.097,5.0,5.0,51.23,43.82,95.05,High
1409,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",Cell phones,The Phone Company,36.39,2.0,0.0997,5.0,5.0,52.64,48.79,101.43,Critical
1410,"The Phone Company Touch Screen Phones 26-2.2"" M200 Black",Cell phones,The Phone Company,28.02,2.0,0.0768,5.0,5.0,40.53,26.44,66.97,High
1411,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",Cell phones,The Phone Company,34.25,3.0,0.0938,5.0,5.0,33.03,46.22,79.25,High
1412,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,Cell phones,The Phone Company,36.78,3.0,0.1008,5.0,5.0,35.47,49.84,85.31,High
1413,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,Cell phones,The Phone Company,28.02,2.0,0.0768,5.0,5.0,40.53,34.38,74.91,High
1414,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,Cell phones,The Phone Company,35.42,3.0,0.097,5.0,5.0,34.16,44.15,78.31,High
1415,The Phone Company Touch Screen Phones Infrared M901 Black,Cell phones,The Phone Company,32.11,2.0,0.088,5.0,5.0,46.45,34.49,80.94,High
1416,The Phone Company Touch Screen Phones Capacitive M908 Black,Cell phones,The Phone Company,31.72,2.0,0.0869,5.0,5.0,45.88,35.41,81.29,High
1417,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,Cell phones,The Phone Company,29.77,2.0,0.0816,4.0,4.0,43.06,30.81,73.87,High
1418,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,Cell phones,The Phone Company,26.66,2.0,0.073,4.0,4.0,38.56,33.68,72.24,High
1419,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,Cell phones,The Phone Company,28.99,2.0,0.0794,4.0,4.0,41.93,29.66,71.59,High
1420,The Phone Company Finger Touch Screen Phones M30 Black,Cell phones,The Phone Company,31.91,3.0,0.0874,4.0,4.0,30.77,34.32,65.09,High
1421,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black",Cell phones,The Phone Company,30.36,2.0,0.0832,5.0,5.0,43.92,33.34,77.26,High
1422,The Phone Company Sharp Touch Screen Phones M910 Black,Cell phones,The Phone Company,30.55,2.0,0.0837,5.0,5.0,44.19,34.6,78.79,High
1423,The Phone Company Touch Screen Phones - CRT M11 Black,Cell phones,The Phone Company,28.61,3.0,0.0784,5.0,5.0,27.59,32.59,60.18,High
1424,The Phone Company Touch Screen Phones - LCD M12 Black,Cell phones,The Phone Company,32.11,3.0,0.088,5.0,5.0,30.96,34.49,65.45,High
1425,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",Cell phones,The Phone Company,29.38,2.0,0.0805,4.0,4.0,42.5,43.82,86.32,High
1426,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",Cell phones,The Phone Company,34.44,2.0,0.0944,5.0,5.0,49.82,48.79,98.61,High
1427,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",Cell phones,The Phone Company,37.95,3.0,0.104,5.0,5.0,36.6,39.66,76.26,High
1428,"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",Cell phones,The Phone Company,33.28,2.0,0.0912,5.0,5.0,48.14,30.81,78.95,High
1429,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,Cell phones,The Phone Company,22.77,2.0,0.0624,5.0,5.0,32.94,33.22,66.16,High
1430,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,Cell phones,The Phone Company,27.83,2.0,0.0762,5.0,5.0,40.26,34.38,74.64,High
1431,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,Cell phones,The Phone Company,33.08,3.0,0.0906,5.0,5.0,31.9,44.15,76.05,High
1432,The Phone Company Touch Screen Phones Infrared M901 Grey,Cell phones,The Phone Company,37.36,3.0,0.1024,6.0,6.0,36.03,51.74,87.77,High
1433,The Phone Company Touch Screen Phones Capacitive M908 Grey,Cell phones,The Phone Company,30.16,2.0,0.0826,5.0,5.0,43.63,35.41,79.04,High
1434,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,Cell phones,The Phone Company,40.86,3.0,0.1119,5.0,5.0,39.4,46.22,85.62,High
1435,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,Cell phones,The Phone Company,25.1,2.0,0.0688,5.0,5.0,36.31,33.68,69.99,High
1436,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,Cell phones,The Phone Company,35.81,3.0,0.0981,5.0,5.0,34.53,44.49,79.02,High
1437,The Phone Company Finger Touch Screen Phones M30 Grey,Cell phones,The Phone Company,36.39,3.0,0.0997,5.0,5.0,35.09,34.32,69.41,High
1438,The Phone Company Pen Touch Screen Phones M320 Grey,Cell phones,The Phone Company,33.08,2.0,0.0906,5.0,5.0,47.85,33.34,81.19,High
1439,The Phone Company Sharp Touch Screen Phones M910 Grey,Cell phones,The Phone Company,36.97,2.0,0.1013,5.0,5.0,53.48,34.6,88.08,High
1440,The Phone Company Touch Screen Phones - CRT M11 Grey,Cell phones,The Phone Company,33.66,3.0,0.0922,5.0,5.0,32.46,32.59,65.05,High
1441,The Phone Company Touch Screen Phones - LCD M12 Grey,Cell phones,The Phone Company,28.41,3.0,0.0778,5.0,5.0,27.4,34.49,61.89,High
1442,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",Cell phones,The Phone Company,21.99,2.0,0.0602,4.0,4.0,31.81,43.82,75.63,High
1443,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",Cell phones,The Phone Company,39.11,2.0,0.1072,5.0,5.0,56.57,48.79,105.36,Critical
1444,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",Cell phones,The Phone Company,37.17,3.0,0.1018,5.0,5.0,35.84,39.66,75.5,High
1445,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",Cell phones,The Phone Company,38.14,3.0,0.1045,6.0,6.0,36.78,46.22,83.0,High
1446,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,Cell phones,The Phone Company,29.58,2.0,0.081,4.0,4.0,42.79,33.22,76.01,High
1447,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,Cell phones,The Phone Company,35.42,2.0,0.097,5.0,5.0,51.23,34.38,85.61,High
1448,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,Cell phones,The Phone Company,27.24,2.0,0.0746,5.0,5.0,39.4,29.43,68.83,High
1449,The Phone Company Touch Screen Phones Infrared M901 Gold,Cell phones,The Phone Company,43.59,3.0,0.1194,5.0,5.0,42.04,51.74,93.78,High
1450,The Phone Company Touch Screen Phones Capacitive M908 Gold,Cell phones,The Phone Company,33.86,2.0,0.0928,5.0,5.0,48.98,35.41,84.39,High
1451,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,Cell phones,The Phone Company,25.3,2.0,0.0693,5.0,5.0,36.6,30.81,67.41,High
1452,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,Cell phones,The Phone Company,29.19,2.0,0.08,5.0,5.0,42.22,33.68,75.9,High
1453,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,Cell phones,The Phone Company,42.23,3.0,0.1157,5.0,5.0,40.72,44.49,85.21,High
1454,The Phone Company Finger Touch Screen Phones M30 Gold,Cell phones,The Phone Company,37.75,3.0,0.1034,5.0,5.0,36.4,34.32,70.72,High
1455,The Phone Company Pen Touch Screen Phones M320 Gold,Cell phones,The Phone Company,36.97,3.0,0.1013,5.0,5.0,35.65,50.01,85.66,High
1456,The Phone Company Sharp Touch Screen Phones M910 Gold,Cell phones,The Phone Company,36.19,2.0,0.0992,6.0,6.0,52.35,34.6,86.95,High
1457,The Phone Company Touch Screen Phones - CRT M11 Gold,Cell phones,The Phone Company,33.28,3.0,0.0912,5.0,5.0,32.09,32.59,64.68,High
1458,The Phone Company Touch Screen Phones - LCD M12 Gold,Cell phones,The Phone Company,49.82,4.0,0.1365,5.0,5.0,36.03,45.98,82.01,High
1459,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,Cell phones,Contoso,40.67,3.0,0.1114,5.0,5.0,39.22,44.15,83.37,High
1460,Contoso Touch Screen Phones Infrared M901 Black,Cell phones,Contoso,34.44,2.0,0.0944,5.0,5.0,49.82,34.49,84.31,High
1461,Contoso Touch Screen Phones Capacitive M908 Black,Cell phones,Contoso,30.75,2.0,0.0842,5.0,5.0,44.48,35.41,79.89,High
1462,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Cell phones,Contoso,38.92,3.0,0.1066,6.0,6.0,37.53,46.22,83.75,High
1463,Contoso Touch Screen Phones SAW/On-wall M806 Black,Cell phones,Contoso,30.36,2.0,0.0832,4.0,4.0,43.92,33.68,77.6,High
1464,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Cell phones,Contoso,31.72,2.0,0.0869,5.0,5.0,45.88,29.66,75.54,High
1465,Contoso Finger Touch Screen Phones M30 Black,Cell phones,Contoso,43.39,3.0,0.1189,5.0,5.0,41.84,34.32,76.16,High
1466,Contoso Pen Touch Screen Phones M320 Black,Cell phones,Contoso,31.91,2.0,0.0874,5.0,5.0,46.16,33.34,79.5,High
1467,Contoso Sharp Touch Screen Phones M910 Black,Cell phones,Contoso,31.72,2.0,0.0869,5.0,5.0,45.88,34.6,80.48,High
1468,Contoso Touch Screen Phones - CRT M11 Black,Cell phones,Contoso,23.55,3.0,0.0645,4.0,4.0,22.71,32.59,55.3,High
1469,Contoso Touch Screen Phones  - LCD M12 Black,Cell phones,Contoso,40.67,3.0,0.1114,5.0,5.0,39.22,34.49,73.71,High
1470,The Phone Company Smart phones without camera E100 Black,Cell phones,The Phone Company,23.35,3.0,0.064,6.0,6.0,22.52,24.66,47.18,Medium
1471,The Phone Company Microsoft Windows Mobile M200 Black,Cell phones,The Phone Company,14.01,2.0,0.0384,4.0,4.0,20.27,26.33,46.6,Medium
1472,The Phone Company Smart phones 4 GB of Memory M300 Black,Cell phones,The Phone Company,20.43,2.0,0.056,5.0,5.0,29.55,27.48,57.03,High
1473,The Phone Company Smart phones 8 GB of Memory M400 Black,Cell phones,The Phone Company,17.32,2.0,0.0475,5.0,5.0,25.05,30.92,55.97,High
1474,The Phone Company Smart phones 160x160 M26 Black,Cell phones,The Phone Company,10.51,2.0,0.0288,3.0,3.0,15.2,23.91,39.11,Medium
1475,The Phone Company Smart phones 6-LINE SCREEN M21 Black,Cell phones,The Phone Company,27.05,2.0,0.0741,6.0,6.0,39.13,26.44,65.57,High
1476,The Phone Company Smart phones -320 x 320 M86 Black,Cell phones,The Phone Company,28.8,2.0,0.0789,5.0,5.0,41.66,33.11,74.77,High
1477,The Phone Company Smart phones Unlocked M300 Black,Cell phones,The Phone Company,10.31,1.0,0.0282,4.0,4.0,29.83,15.35,45.18,Medium
1478,The Phone Company Smart phones Expert M400 Black,Cell phones,The Phone Company,16.54,2.0,0.0453,4.0,4.0,23.93,34.49,58.42,High
1479,The Phone Company Smart phones Unlocked International M800 Black,Cell phones,The Phone Company,21.21,2.0,0.0581,4.0,4.0,30.68,35.64,66.32,High
1480,The Phone Company Smart phones without camera E100 Grey,Cell phones,The Phone Company,23.55,3.0,0.0645,5.0,5.0,22.71,24.66,47.37,Medium
1481,The Phone Company Microsoft Windows Mobile M200 Grey,Cell phones,The Phone Company,24.32,2.0,0.0666,5.0,5.0,35.18,26.33,61.51,High
1482,The Phone Company Smart phones 4 GB of Memory M300 Grey,Cell phones,The Phone Company,20.04,2.0,0.0549,3.0,3.0,28.99,27.48,56.47,High
1483,The Phone Company Smart phones 8 GB of Memory M400 Grey,Cell phones,The Phone Company,21.99,2.0,0.0602,5.0,5.0,31.81,30.92,62.73,High
1484,The Phone Company Smart phones 160x160 M26 Grey,Cell phones,The Phone Company,22.38,2.0,0.0613,5.0,5.0,32.37,23.91,56.28,High
1485,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,Cell phones,The Phone Company,20.82,2.0,0.057,6.0,6.0,30.12,26.44,56.56,High
1486,The Phone Company Smart phones 320 x 320 M86 Grey,Cell phones,The Phone Company,23.35,2.0,0.064,5.0,5.0,33.78,33.11,66.89,High
1487,The Phone Company Smart phones Unlocked M300 Grey,Cell phones,The Phone Company,16.93,2.0,0.0464,5.0,5.0,24.49,30.7,55.19,High
1488,The Phone Company Smart phones Expert M400 Grey,Cell phones,The Phone Company,18.88,2.0,0.0517,5.0,5.0,27.31,34.49,61.8,High
1489,The Phone Company Smart phones Unlocked International M800 Grey,Cell phones,The Phone Company,19.65,2.0,0.0538,6.0,6.0,28.42,35.64,64.06,High
1490,The Phone Company Smart phones without camera E100 White,Cell phones,The Phone Company,20.63,3.0,0.0565,5.0,5.0,19.89,24.66,44.55,Medium
1491,The Phone Company Microsoft Windows Mobile M200 White,Cell phones,The Phone Company,20.43,2.0,0.056,4.0,4.0,29.55,26.33,55.88,High
1492,The Phone Company Smart phones 4 GB of Memory M300 White,Cell phones,The Phone Company,12.26,2.0,0.0336,5.0,5.0,17.73,27.48,45.21,Medium
1493,The Phone Company Smart phones 8 GB of Memory M400 White,Cell phones,The Phone Company,19.07,2.0,0.0522,4.0,4.0,27.58,30.92,58.5,High
1494,The Phone Company Smart phones 160x160 M26 White,Cell phones,The Phone Company,21.21,2.0,0.0581,4.0,4.0,30.68,23.91,54.59,High
1495,The Phone Company Smart phones 6-LINE SCREEN M21 White,Cell phones,The Phone Company,20.04,2.0,0.0549,5.0,5.0,28.99,26.44,55.43,High
1496,The Phone Company Smart phones 320 x 320 M86 White,Cell phones,The Phone Company,20.24,2.0,0.0555,5.0,5.0,29.28,33.11,62.39,High
1497,The Phone Company Smart phones Unlocked M300 White,Cell phones,The Phone Company,18.68,2.0,0.0512,5.0,5.0,27.02,30.7,57.72,High
1498,The Phone Company Smart phones Expert M400 White,Cell phones,The Phone Company,17.12,2.0,0.0469,4.0,4.0,24.76,34.49,59.25,High
1499,The Phone Company Smart phones Unlocked International M800 White,Cell phones,The Phone Company,13.23,1.0,0.0362,5.0,5.0,38.27,17.82,56.09,High
1500,The Phone Company Smart phones without camera E100 Pink,Cell phones,The Phone Company,19.85,3.0,0.0544,5.0,5.0,19.14,24.66,43.8,Medium
1501,The Phone Company Microsoft Windows Mobile M200 Pink,Cell phones,The Phone Company,19.46,2.0,0.0533,5.0,5.0,28.15,26.33,54.48,High
1502,The Phone Company Smart phones 4 GB of Memory M300 Pink,Cell phones,The Phone Company,25.3,2.0,0.0693,4.0,4.0,36.6,27.48,64.08,High
1503,The Phone Company Smart phones 8 GB of Memory M400 Pink,Cell phones,The Phone Company,11.68,1.0,0.032,5.0,5.0,33.79,15.46,49.25,Medium
1504,The Phone Company Smart phones 160x160 M26 Pink,Cell phones,The Phone Company,18.29,2.0,0.0501,4.0,4.0,26.46,23.91,50.37,High
1505,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,Cell phones,The Phone Company,15.96,2.0,0.0437,5.0,5.0,23.09,26.44,49.53,Medium
1506,The Phone Company Smart phones 320 x 320 M86 Pink,Cell phones,The Phone Company,27.44,2.0,0.0752,5.0,5.0,39.69,33.11,72.8,High
1507,The Phone Company Smart phones Unlocked M300 Pink,Cell phones,The Phone Company,13.04,2.0,0.0357,4.0,4.0,18.86,30.7,49.56,Medium
1508,The Phone Company Smart phones Expert M400 Pink,Cell phones,The Phone Company,12.65,1.0,0.0347,5.0,5.0,36.6,17.24,53.84,High
1509,The Phone Company Smart phones Unlocked International M800 Pink,Cell phones,The Phone Company,22.96,2.0,0.0629,4.0,4.0,33.21,35.64,68.85,High
1510,The Phone Company Smart phones without camera E100 Gold,Cell phones,The Phone Company,21.99,3.0,0.0602,5.0,5.0,21.21,24.66,45.87,Medium
1511,The Phone Company Microsoft Windows Mobile M200 Gold,Cell phones,The Phone Company,20.82,2.0,0.057,5.0,5.0,30.12,26.33,56.45,High
1512,The Phone Company Smart phones 4 GB of Memory M300 Gold,Cell phones,The Phone Company,22.77,2.0,0.0624,5.0,5.0,32.94,27.48,60.42,High
1513,The Phone Company Smart phones 8 GB of Memory M400 Gold,Cell phones,The Phone Company,26.08,2.0,0.0715,5.0,5.0,37.72,30.92,68.64,High
1514,The Phone Company Smart phones 160x160 M26 Gold,Cell phones,The Phone Company,18.1,2.0,0.0496,5.0,5.0,26.18,23.91,50.09,High
1515,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,Cell phones,The Phone Company,17.71,2.0,0.0485,5.0,5.0,25.62,26.44,52.06,High
1516,The Phone Company Smart phones 320 x 320 M86 Gold,Cell phones,The Phone Company,17.51,2.0,0.048,4.0,4.0,25.33,33.11,58.44,High
1517,The Phone Company Smart phones Unlocked M300 Gold,Cell phones,The Phone Company,23.16,2.0,0.0635,6.0,6.0,33.5,30.7,64.2,High
1518,The Phone Company Smart phones Expert M400 Gold,Cell phones,The Phone Company,20.04,2.0,0.0549,4.0,4.0,28.99,34.49,63.48,High
1519,The Phone Company Smart phones Unlocked International M800 Gold,Cell phones,The Phone Company,12.26,1.0,0.0336,4.0,4.0,35.47,17.82,53.29,High
1520,The Phone Company PDA Wifi 3.5-inch M200 Black,Cell phones,The Phone Company,23.93,2.0,0.0656,4.0,4.0,34.61,32.19,66.8,High
1521,The Phone Company PDA Wifi 3.7-inch M250 Black,Cell phones,The Phone Company,21.21,2.0,0.0581,5.0,5.0,30.68,35.64,66.32,High
1522,The Phone Company PDA Wifi 4.7-inch L290 Black,Cell phones,The Phone Company,16.54,2.0,0.0453,5.0,5.0,23.93,31.48,55.41,High
1523,The Phone Company PDA Phone 3.5 inches M320 Black,Cell phones,The Phone Company,17.71,2.0,0.0485,4.0,4.0,25.62,34.38,60.0,High
1524,The Phone Company PDA Phone 3.7 inches M340 Black,Cell phones,The Phone Company,25.1,2.0,0.0688,6.0,6.0,36.31,37.94,74.25,High
1525,The Phone Company PDA Phone 4.7 inches L360 Black,Cell phones,The Phone Company,19.85,2.0,0.0544,5.0,5.0,28.71,33.3,62.01,High
1526,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,Cell phones,The Phone Company,19.85,2.0,0.0544,5.0,5.0,28.71,27.36,56.07,High
1527,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,Cell phones,The Phone Company,25.3,2.0,0.0693,5.0,5.0,36.6,30.81,67.41,High
1528,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,Cell phones,The Phone Company,20.04,2.0,0.0549,5.0,5.0,28.99,25.02,54.01,High
1529,The Phone Company PDA Handheld 3.5 inch M610 Black,Cell phones,The Phone Company,18.88,2.0,0.0517,4.0,4.0,27.31,29.32,56.63,High
1530,The Phone Company PDA Handheld 3.7 inch M630 Black,Cell phones,The Phone Company,20.24,2.0,0.0555,5.0,5.0,29.28,30.58,59.86,High
1531,The Phone Company PDA Handheld 4.7 inch L650 Black,Cell phones,The Phone Company,17.12,2.0,0.0469,4.0,4.0,24.76,32.22,56.98,High
1532,The Phone Company PDA Palm 3.5 inch M810 Black,Cell phones,The Phone Company,19.26,2.0,0.0528,5.0,5.0,27.86,32.19,60.05,High
1533,The Phone Company PDA Palm 3.7 inch M830 Black,Cell phones,The Phone Company,18.68,2.0,0.0512,3.0,3.0,27.02,34.38,61.4,High
1534,The Phone Company PDA Palm 4.7 inch L850 Black,Cell phones,The Phone Company,12.84,2.0,0.0352,5.0,5.0,18.57,32.97,51.54,High
1535,The Phone Company PDA GPS Phone 3.5 inch M910 Black,Cell phones,The Phone Company,20.63,2.0,0.0565,5.0,5.0,29.84,30.81,60.65,High
1536,The Phone Company PDA GPS Phone 3.7 inch M930 Black,Cell phones,The Phone Company,24.52,2.0,0.0672,5.0,5.0,35.47,34.26,69.73,High
1537,The Phone Company PDA GPS Phone 4.7 inch L950 Black,Cell phones,The Phone Company,22.18,2.0,0.0608,5.0,5.0,32.08,30.48,62.56,High
1538,The Phone Company PDA Wifi 3.5-inch M200 Silver,Cell phones,The Phone Company,20.63,2.0,0.0565,6.0,6.0,29.84,32.19,62.03,High
